safety,NN,名詞
engineer,NN,名詞
quiet,JJ,形容詞
insurance,NN,名詞
nurse,NN,名詞
divide,NN,名詞
length,NN,名詞
investigation,NN,名詞
package,NN,名詞
somewhere,RB,副詞
expand,NN,名詞
commit,NN,名詞
obvious,JJ,形容詞
jump,NN,名詞
weapon,NN,名詞
relatively,RB,副詞
host,NN,名詞
winter,NN,名詞
district,NN,名詞
broad,JJ,形容詞
tire,NN,名詞
spring,NN,名詞
spirit,NN,名詞
lunch,NN,名詞
actual,JJ,形容詞
pool,NN,名詞
battle,NN,名詞
tradition,NN,名詞
cash,NN,名詞
hardly,RB,副詞
award,NN,名詞
coach,NN,名詞
experiment,NN,名詞
consideration,NN,名詞
strange,NN,名詞
code,NN,名詞
possibly,RB,副詞
threat,NN,名詞
accident,NN,名詞
impossible,JJ,形容詞
revenue,NN,名詞
enable,JJ,形容詞
afraid,NN,名詞
active,JJ,形容詞
conclude,NN,名詞
religious,JJ,形容詞
cancer,NN,名詞
convince,NN,名詞
vary,NN,名詞
environmental,JJ,形容詞
sun,NN,名詞
healthy,JJ,形容詞
blow,NN,名詞
volume,NN,名詞
location,NN,名詞
invest,NN,名詞
proceed,NN,名詞
wash,NN,名詞
actor,NN,名詞
glad,NN,名詞
tape,NN,名詞
whereas,NNS,名詞 (複数形)
opposite,NN,名詞
stone,NN,名詞
sum,NN,名詞
murder,NN,名詞
monitor,NN,名詞
soldier,NN,名詞
finance,NN,名詞
hate,NN,名詞
egg,NN,名詞
concert,NN,名詞
shock,NN,名詞
comfortable,JJ,形容詞
usual,JJ,形容詞
carefully,RB,副詞
pack,NN,名詞
recall,NN,名詞
wine,NN,名詞
camera,NN,名詞
swim,NN,名詞
manufacture,NN,名詞
theater,NN,名詞
cycle,NN,名詞
coffee,NN,名詞
totally,RB,副詞
museum,NN,名詞
visitor,NN,名詞
freedom,NN,名詞
construction,NN,名詞
dear,NN,名詞
objective,NN,名詞
moreover,NN,名詞
onto,IN,前置詞または従属接続詞
historical,JJ,形容詞
oppose,NN,名詞
branch,NN,名詞
vehicle,NN,名詞
scientist,NN,名詞
route,NN,名詞
bind,NN,名詞
belong,NN,名詞
taste,NN,名詞
tonight,NN,名詞
fashion,NN,名詞
danger,NN,名詞
bomb,NN,名詞
army,NN,名詞
dangerous,JJ,形容詞
decrease,NN,名詞
hurt,NN,名詞
council,NN,名詞
editor,NN,名詞
normally,RB,副詞
sight,NN,名詞
generate,NN,名詞
gift,NN,名詞
delivery,NN,名詞
deny,NN,名詞
guest,NN,名詞
anybody,NN,名詞
bedroom,NN,名詞
quote,NN,名詞
climb,NN,名詞
basically,RB,副詞
violence,NN,名詞
minister,NN,名詞
mainly,RB,副詞
mouth,NN,名詞
noise,NN,名詞
manner,NN,名詞
gun,NN,名詞
square,NN,名詞
occasion,NN,名詞
familiar,JJ,形容詞
ignore,NN,名詞
destroy,NN,名詞
affair,NN,名詞
civil,JJ,形容詞
locate,NN,名詞
citizen,NN,名詞
temperature,NN,名詞
gold,NN,名詞
domestic,JJ,形容詞
load,NN,名詞
belief,NN,名詞
troop,NN,名詞
technical,JJ,形容詞
remind,NN,名詞
arrangement,NN,名詞
skin,NN,名詞
prison,NN,名詞
switch,NN,名詞
acquire,VB,動詞 (原形)
corporate,JJ,形容詞
fairly,RB,副詞
wood,NN,名詞
participate,VB,動詞 (原形)
tough,JJ,形容詞
tear,NN,名詞
representative,NN,名詞
capacity,NN,名詞
border,NN,名詞
shake,NN,名詞
assessment,NN,名詞
shoe,NN,名詞
ought,MD,法
ad,NN,名詞
fee,NN,名詞
hall,NN,名詞
regulation,NN,名詞
escape,NN,名詞
studio,NN,名詞
proper,NN,名詞
relax,NN,名詞
tourist,NN,名詞
component,NN,名詞
afford,NN,名詞
lawyer,NN,名詞
suspect,NN,名詞
cup,NN,名詞
description,NN,名詞
confidence,NN,名詞
industrial,JJ,形容詞
complain,NN,名詞
perspective,NN,名詞
error,NN,名詞
arrest,NN,名詞
assess,NN,名詞
register,NN,名詞
asset,NN,名詞
signal,NN,名詞
finger,NN,名詞
relevant,NN,名詞
explore,NN,名詞
leadership,NN,名詞
commitment,NN,名詞
wake,NN,名詞
necessarily,RB,副詞
bright,NN,名詞
frame,NN,名詞
slowly,RB,副詞
bond,NN,名詞
hire,NN,名詞
hole,NN,名詞
tie,NN,名詞
internal,JJ,形容詞
chain,NN,名詞
literature,NN,名詞
victim,NN,名詞
threaten,NNS,名詞 (複数形)
division,NN,名詞
secure,NN,名詞
amaze,NN,名詞
device,NN,名詞
birth,NN,名詞
forest,NN,名詞
label,NN,名詞
root,NN,名詞
factory,NN,名詞
expense,NN,名詞
channel,NNS,名詞 (複数形)
investigate,NN,名詞
recommendation,NN,名詞
rank,NN,名詞
typical,JJ,形容詞
west,NN,名詞
friendly,RB,副詞
resident,NN,名詞
provision,NN,名詞
concentrate,NN,名詞
plenty,NN,名詞
export,NN,名詞
entirely,RB,副詞
strongly,RB,副詞
bridge,NN,名詞
consist,NN,名詞
graduate,NN,名詞
brand,NN,名詞
moral,JJ,形容詞
insist,NN,名詞
combination,NN,名詞
abuse,NN,名詞
ice,NN,名詞
principal,NN,名詞
master,NN,名詞
definitely,RB,副詞
session,NN,名詞
grade,NN,名詞
nevertheless,RB,副詞
predict,NN,名詞
previously,RB,副詞
protection,NN,名詞
largely,RB,副詞
wed,NN,名詞
rent,NN,名詞
shot,NN,名詞
appearance,NN,名詞
reasonable,JJ,形容詞
guarantee,NN,名詞
till,NN,名詞
theme,NN,名詞
judgment,NN,名詞
odd,NN,名詞
approve,VB,動詞 (原形)
loan,NN,名詞
definition,NN,名詞
elect,NN,名詞
atmosphere,RB,副詞
farmer,NN,名詞
comparison,NN,名詞
characteristic,JJ,形容詞
license,NN,名詞
rely,RB,副詞
narrow,NN,名詞
succeed,VB,動詞 (原形)
identity,NN,名詞
desk,NN,名詞
permit,NN,名詞
seriously,RB,副詞
wild,NN,名詞
empty,JJ,形容詞
commission,NN,名詞
unique,NN,名詞
association,NN,名詞
instrument,NN,名詞
investor,NN,名詞
practical,JJ,形容詞
tea,NN,名詞
lovely,RB,副詞
soft,JJ,形容詞
row,NN,名詞
youth,NN,名詞
lock,NN,名詞
fuel,NN,名詞
expectation,NN,名詞
employment,NN,名詞
celebrate,NN,名詞
sexual,JJ,形容詞
shoulder,NN,名詞
breath,NN,名詞
increasingly,RB,副詞
import,NN,名詞
bottle,NN,名詞
ourselves,NNS,名詞 (複数形)
sheet,NN,名詞
engine,NN,名詞
cast,NN,名詞
notion,NN,名詞
conservative,JJ,形容詞
journey,NN,名詞
opposition,NN,名詞
relief,NN,名詞
debt,NN,名詞
honor,NN,名詞
outcome,NN,名詞
blame,NN,名詞
explanation,NN,名詞
arise,NN,名詞
musical,JJ,形容詞
recover,NN,名詞
dad,NN,名詞
stretch,NN,名詞
declare,NN,名詞
retire,NN,名詞
tiny,JJ,形容詞
careful,NN,名詞
suitable,JJ,形容詞
native,JJ,形容詞
fruit,NN,名詞
analyze,NN,名詞
witness,NN,名詞
mail,NN,名詞
terrible,JJ,形容詞
researcher,NN,名詞
ordinary,JJ,形容詞
selection,NN,名詞
anywhere,RB,副詞
mental,NN,名詞
participant,NN,名詞
vision,NN,名詞
personality,NN,名詞
specifically,RB,副詞
fat,NN,名詞
entry,NN,名詞
fellow,NN,名詞
chemical,NN,名詞
capture,NN,名詞
tip,NN,名詞
discount,NN,名詞
peak,NN,名詞
chairman,NN,名詞
proportion,NN,名詞
ear,NN,名詞
disappear,NN,名詞
shout,NN,名詞
yard,NN,名詞
constant,JJ,形容詞
significantly,RB,副詞
hill,NN,名詞
considerable,JJ,形容詞
instruction,NN,名詞
intelligence,NN,名詞
ideal,NN,名詞
folk,NN,名詞
surely,RB,副詞
guard,NN,名詞
cat,NN,名詞
somewhat,RB,副詞
kiss,NN,名詞
presentation,NN,名詞
joint,NN,名詞
compete,NN,名詞
poll,NN,名詞
weak,JJ,形容詞
faith,NN,名詞
reduction,NN,名詞
reserve,NN,名詞
complaint,NN,名詞
bore,NN,名詞
mission,NN,名詞
somehow,NN,名詞
tone,NN,名詞
neighborhood,NN,名詞
passenger,NN,名詞
justice,NN,名詞
phase,NN,名詞
thin,NN,名詞
rush,NN,名詞
formal,JJ,形容詞
religion,NN,名詞
employer,NN,名詞
reject,NN,名詞
latter,NN,名詞
plate,NN,名詞
ban,NN,名詞
steal,NN,名詞
protest,NN,名詞
index,NN,名詞
sad,NN,名詞
frequently,RB,副詞
circle,NN,名詞
helpful,NN,名詞
command,NN,名詞
attractive,JJ,形容詞
sick,NN,名詞
impression,NN,名詞
unable,JJ,形容詞
joke,NN,名詞
sky,NN,名詞
column,NN,名詞
electronic,JJ,形容詞
impose,VB,動詞 (原形)
criminal,JJ,形容詞
besides,IN,前置詞または従属接続詞
properly,RB,副詞
ancient,NN,名詞
coast,NN,名詞
ill,NN,名詞
kick,NN,名詞
closely,RB,副詞
multiple,NN,名詞
yield,NN,名詞
via,IN,前置詞または従属接続詞
legislation,NN,名詞
county,NN,名詞
unlike,IN,前置詞または従属接続詞
mobile,NN,名詞
assistant,NN,名詞
implement,NN,名詞
chart,NN,名詞
attach,NN,名詞
hell,NN,名詞
everywhere,RB,副詞
advise,NN,名詞
household,NN,名詞
acknowledge,NN,名詞
reward,NN,名詞
east,NN,名詞
hat,NN,名詞
academic,JJ,形容詞
voter,NN,名詞
meanwhile,RB,副詞
furthermore,RB,副詞
accuse,NN,名詞
scientific,JJ,形容詞
wage,NN,名詞
absence,NN,名詞
construct,NN,名詞
remark,NN,名詞
medicine,NN,名詞
professor,NN,名詞
rare,NN,名詞
intention,NN,名詞
dozen,NN,名詞
settlement,NN,名詞
gap,NN,名詞
widely,RB,副詞
minimum,NN,名詞
northern,JJ,形容詞
estate,NN,名詞
equally,RB,副詞
expose,VB,動詞 (原形)
alive,JJ,形容詞
shut,NN,名詞
victory,NN,名詞
resolve,NN,名詞
critic,NN,名詞
variable,JJ,形容詞
enormous,JJ,形容詞
sweet,NN,名詞
permanent,NN,名詞
emotion,NN,名詞
pursue,NN,名詞
tall,NN,名詞
urge,NN,名詞
enemy,NN,名詞
appoint,NN,名詞
milk,NN,名詞
talent,NN,名詞
smell,NN,名詞
prior,RB,副詞
priority,NN,名詞
online,NN,名詞
phrase,NN,名詞
pilot,NN,名詞
stable,JJ,形容詞
merely,RB,副詞
resolution,NN,名詞
communicate,NN,名詞
injury,NN,名詞
vast,NN,名詞
exhibition,NN,名詞
producer,NN,名詞
regional,JJ,形容詞
immediate,NN,名詞
incident,NN,名詞
childhood,NN,名詞
draft,NN,名詞
slip,NN,名詞
accompany,NN,名詞
politician,NN,名詞
angry,JJ,形容詞
knock,NN,名詞
seed,NN,名詞
salary,NN,名詞
illustrate,NN,名詞
imply,NN,名詞
breakfast,NN,名詞
temporary,JJ,形容詞
liberal,JJ,形容詞
lake,NN,名詞
qualify,VB,動詞 (原形)
competitive,JJ,形容詞
truly,RB,副詞
hi,NN,名詞
yellow,NN,名詞
habit,NN,名詞
disk,NN,名詞
core,NN,名詞
emotional,JJ,形容詞
aircraft,NN,名詞
self,NN,名詞
metal,NN,名詞
existence,NN,名詞
bone,NN,名詞
panel,NN,名詞
prime,NN,名詞
appointment,NN,名詞
emphasize,VB,動詞 (原形)
maximum,NN,名詞
effectively,RB,副詞
elsewhere,RB,副詞
bother,NN,名詞
initiative,NN,名詞
sharp,JJ,形容詞
diet,NN,名詞
motion,NN,名詞
gray,NN,名詞
plastic,NN,名詞
complicate,NN,名詞
discipline,NN,名詞
disappoint,NN,名詞
boss,NN,名詞
assumption,NN,名詞
freeze,NN,名詞
extreme,NN,名詞
passage,NN,名詞
reputation,NN,名詞
forth,NN,名詞
negotiation,NN,名詞
mechanism,NN,名詞
coat,NN,名詞
democracy,NN,名詞
pocket,NN,名詞
lucky,JJ,形容詞
crash,NN,名詞
observation,NN,名詞
meat,NN,名詞
concentration,NN,名詞
implication,NN,名詞
deserve,NN,名詞
unusual,JJ,形容詞
defend,NN,名詞
classic,JJ,形容詞
king,NN,名詞
interaction,NN,名詞
repair,NN,名詞
collapse,NN,名詞
borrow,NN,名詞
fundamental,JJ,形容詞
dish,NN,名詞
abroad,RB,副詞
soul,NN,名詞
capable,JJ,形容詞
defeat,NN,名詞
presidential,JJ,形容詞
perfectly,RB,副詞
enhance,NN,名詞
proud,NN,名詞
emergency,NN,名詞
educational,JJ,形容詞
distinguish,NN,名詞
substantial,JJ,形容詞
nearby,RB,副詞
manufacturer,NN,名詞
slide,NN,名詞
valuable,JJ,形容詞
personally,RB,副詞
breast,NN,名詞
cope,NN,名詞
approximately,RB,副詞
accommodation,NN,名詞
highlight,NN,名詞
reporter,NN,名詞
climate,NN,名詞
shirt,NN,名詞
exception,NN,名詞
corporation,NN,名詞
chip,NN,名詞
winner,NN,名詞
encounter,NN,名詞
brown,NN,名詞
breathe,NN,名詞
excuse,NN,名詞
partly,RB,副詞
tennis,NN,名詞
urban,JJ,形容詞
confuse,NN,名詞
southern,JJ,形容詞
output,NN,名詞
beauty,NN,名詞
massive,JJ,形容詞
install,NN,名詞
calculate,NN,名詞
mouse,NN,名詞
mathematics,NNS,名詞 (複数形)
upper,JJ,形容詞
creation,NN,名詞
occupy,NN,名詞
outline,NN,名詞
sufficient,NN,名詞
update,NN,名詞
luck,NN,名詞
preserve,NN,名詞
split,NN,名詞
swing,VBG,動詞 (動名詞または現在分詞)
illness,NN,名詞
journalist,NN,名詞
sudden,JJ,形容詞
advertisement,NN,名詞
consistent,NN,名詞
originally,RB,副詞
aside,RB,副詞
comfort,NN,名詞
secondly,RB,副詞
severe,JJ,形容詞
gene,NN,名詞
prospect,NN,名詞
snow,NN,名詞
plot,NN,名詞
neck,NN,名詞
criterion,NN,名詞
primarily,RB,副詞
integrate,NN,名詞
criticism,NN,名詞
convention,NN,名詞
bet,NN,名詞
retain,NN,名詞
sequence,NN,名詞
plain,NN,名詞
volunteer,NN,名詞
rural,JJ,形容詞
calm,NN,名詞
abandon,NN,名詞
examination,NN,名詞
silence,NN,名詞
rapidly,RB,副詞
efficient,NN,名詞
revolution,NN,名詞
delight,NN,名詞
spell,NN,名詞
premise,NN,名詞
lean,NN,名詞
dramatic,JJ,形容詞
differ,NN,名詞
grateful,NN,名詞
protein,NN,名詞
bike,NN,名詞
distribute,NN,名詞
intellectual,JJ,形容詞
derive,NN,名詞
crucial,JJ,形容詞
unemployment,NN,名詞
wheel,NN,名詞
crop,NN,名詞
minority,NN,名詞
origin,NN,名詞
interpretation,NN,名詞
gentleman,NN,名詞
drama,NN,名詞
landscape,NN,名詞
educate,NN,名詞
toy,NN,名詞
fault,NN,名詞
exhibit,NN,名詞
minor,NN,名詞
hunt,NN,名詞
storm,NN,名詞
thick,NN,名詞
achievement,NN,名詞
negotiate,NN,名詞
dominate,NN,名詞
supplier,NN,名詞
prize,NN,名詞
typically,RB,副詞
peer,NN,名詞
pension,NN,名詞
wing,VBG,動詞 (動名詞または現在分詞)
acquisition,NN,名詞
laughter,NN,名詞
deeply,NN,名詞
recognition,NN,名詞
electricity,NN,名詞
assistance,NN,名詞
roof,NN,名詞
retirement,NN,名詞
respectively,RB,副詞
variation,NN,名詞
ultimately,RB,副詞
proof,NN,名詞
soil,NN,名詞
smart,NN,名詞
layer,NN,名詞
upset,NN,名詞
tooth,NN,名詞
representation,NN,名詞
preparation,NN,名詞
dispute,NN,名詞
agenda,NN,名詞
emphasis,NN,名詞
edition,NN,名詞
silver,NN,名詞
entertainment,NN,名詞
honest,NN,名詞
undertake,NN,名詞
retail,JJ,形容詞
wire,NN,名詞
unlikely,JJ,形容詞
gay,NN,名詞
publication,NN,名詞
slight,NN,名詞
unknown,JJ,形容詞
framework,NN,名詞
zone,NN,名詞
restrict,NN,名詞
trace,NN,名詞
inch,NN,名詞
equivalent,NN,名詞
solid,JJ,形容詞
enterprise,NN,名詞
elderly,RB,副詞
owe,NN,名詞
governor,NN,名詞
uniform,NN,名詞
port,NN,名詞
pitch,NN,名詞
arrival,NN,名詞
contemporary,JJ,形容詞
gate,NN,名詞
ease,NN,名詞
beer,NN,名詞
specialist,NN,名詞
assure,NN,名詞
profile,NN,名詞
mood,NN,名詞
episode,NN,名詞
crack,NN,名詞
numerous,JJ,形容詞
submit,NN,名詞
symptom,NN,名詞
virtually,RB,副詞
era,NN,名詞
coverage,NN,名詞
tension,NN,名詞
cable,NN,名詞
sensitive,JJ,形容詞
nervous,JJ,形容詞
input,NN,名詞
isolate,NN,名詞
prisoner,NN,名詞
eliminate,NN,名詞
tight,NN,名詞
wet,NN,名詞
secondary,JJ,形容詞
welfare,NN,名詞
recruit,NN,名詞
exclude,NN,名詞
string,NN,名詞
cloud,NN,名詞
persuade,NN,名詞
inspire,NN,名詞
grand,JJ,形容詞
hence,NN,名詞
crew,NN,名詞
phenomenon,NN,名詞
pupil,NN,名詞
false,JJ,形容詞
assist,NN,名詞
restore,NN,名詞
formula,NN,名詞
alter,NN,名詞
perceive,NN,名詞
routine,NN,名詞
sink,NN,名詞
stare,NN,名詞
anymore,RB,副詞
hero,NN,名詞
supporter,NN,名詞
convert,NN,名詞
steady,JJ,形容詞
meter,NN,名詞
truck,NN,名詞
nose,RB,副詞
beside,NN,名詞
sail,NN,名詞
disaster,NN,名詞
pace,NN,名詞
heavily,RB,副詞
devote,NN,名詞
terrorist,NN,名詞
justify,NN,名詞
vital,NN,名詞
fascinate,NN,名詞
external,JJ,形容詞
spare,NN,名詞
whenever,NN,名詞
depression,NN,名詞
guilty,JJ,形容詞
underlie,NN,名詞
mom,NN,名詞
distinction,NN,名詞
satisfaction,NN,名詞
incorporate,NN,名詞
pour,NN,名詞
sweep,NN,名詞
obligation,NN,名詞
sir,NN,名詞
evaluate,NN,名詞
anger,NN,名詞
pub,NN,名詞
perception,NN,名詞
naturally,RB,副詞
currency,NN,名詞
database,NN,名詞
initially,RB,副詞
territory,NN,名詞
stream,NN,名詞
rarely,RB,副詞
height,NN,名詞
apparent,NN,名詞
western,JJ,形容詞
expansion,NN,名詞
constantly,RB,副詞
muscle,NN,名詞
scare,NN,名詞
badly,RB,副詞
everyday,NN,名詞
boundary,NN,名詞
ratio,NN,名詞
essay,NN,名詞
scream,NN,名詞
withdraw,NN,名詞
pollution,NN,名詞
disorder,NN,名詞
furniture,NN,名詞
symbol,NN,名詞
apartment,NN,名詞
demonstration,NN,名詞
analyst,NN,名詞
platform,NN,名詞
steel,NN,名詞
cake,NN,名詞
transform,NN,名詞
wound,NN,名詞
restriction,NN,名詞
foundation,NN,名詞
designer,NN,名詞
strain,NN,名詞
innovation,NN,名詞
album,NN,名詞
singer,NN,名詞
trail,NN,名詞
trap,NN,名詞
loose,JJ,形容詞
extension,NN,名詞
wealth,NN,名詞
gradually,RB,副詞
tank,NN,名詞
evil,NN,名詞
remarkable,JJ,形容詞
tune,NN,名詞
grass,NN,名詞
invitation,NN,名詞
transition,NN,名詞
frighten,NNS,名詞 (複数形)
bid,NN,名詞
breed,NN,名詞
extraordinary,JJ,形容詞
brilliant,NN,名詞
adviser,NN,名詞
stem,NN,名詞
reverse,NN,名詞
mode,NN,名詞
mirror,NN,名詞
awful,NN,名詞
pose,NN,名詞
adjust,NN,名詞
creative,JJ,形容詞
nowadays,NNS,名詞 (複数形)
poem,NN,名詞
agricultural,JJ,形容詞
competitor,NN,名詞
alcohol,NN,名詞
festival,NN,名詞
vegetable,NN,名詞
van,NN,名詞
confident,NN,名詞
planet,NN,名詞
curve,NN,名詞
knee,NN,名詞
overcome,NN,名詞
web,NN,名詞
depth,NN,名詞
entrance,NN,名詞
log,NN,名詞
giant,NN,名詞
god,NN,名詞
portion,NN,名詞
substance,NN,名詞
extensive,JJ,形容詞
interpret,NN,名詞
independence,NN,名詞
sugar,NN,名詞
inner,NN,名詞
harm,NN,名詞
consult,NN,名詞
pink,NN,名詞
shadow,NN,名詞
strip,NN,名詞
smooth,NN,名詞
intervention,NN,名詞
impress,NN,名詞
exam,NN,名詞
vice,NN,名詞
radical,JJ,形容詞
similarly,RB,副詞
behave,NN,名詞
loud,NN,名詞
dimension,NN,名詞
subsequent,NN,名詞
infection,NN,名詞
jacket,NN,名詞
efficiency,NN,名詞
dirty,NN,名詞
statistic,JJ,形容詞
regularly,RB,副詞
resort,NN,名詞
iron,NN,名詞
broadcast,NN,名詞
membership,NN,名詞
bread,NN,名詞
blind,NN,名詞
pure,NN,名詞
bloody,NN,名詞
ally,RB,副詞
quantity,NN,名詞
bend,NN,名詞
mature,NN,名詞
briefly,NN,名詞
alarm,NN,名詞
disturb,NN,名詞
sustain,NN,名詞
flood,NN,名詞
poverty,NN,名詞
crazy,NN,名詞
cite,NN,名詞
newly,RB,副詞
parallel,NN,名詞
gender,NN,名詞
sponsor,NN,名詞
boot,NN,名詞
accurate,NN,名詞
dealer,NN,名詞
button,NN,名詞
burden,NN,名詞
desert,NN,名詞
mate,NN,名詞
occasionally,RB,副詞
shareholder,NN,名詞
bowl,NN,名詞
discovery,NN,名詞
resistance,NN,名詞
bath,NN,名詞
frequency,NN,名詞
criticize,VB,動詞 (原形)
tap,NN,名詞
philosophy,NN,名詞
lip,NN,名詞
attribute,NN,名詞
apologize,VB,動詞 (原形)
approval,NN,名詞
grab,NN,名詞
entitle,NN,名詞
lend,NN,名詞
involvement,NN,名詞
exposure,NN,名詞
conventional,JJ,形容詞
digital,NN,名詞
translate,NN,名詞
edit,NN,名詞
formation,NN,名詞
deposit,NN,名詞
pleasant,NN,名詞
overseas,RB,副詞
advocate,NN,名詞
establishment,NN,名詞
summary,NN,名詞
rough,NN,名詞
pen,VB,動詞 (原形)
recovery,NN,名詞
seal,NN,名詞
tube,NN,名詞
tower,NN,名詞
characterize,NN,名詞
specify,NN,名詞
exact,NN,名詞
spin,NN,名詞
operator,NN,名詞
infant,NN,名詞
dig,NN,名詞
drag,NN,名詞
mount,NN,名詞
wrap,NN,名詞
anticipate,NN,名詞
dependent,NN,名詞
specialize,VB,動詞 (原形)
angle,NN,名詞
chicken,NN,名詞
anxiety,NN,名詞
virus,NN,名詞
precisely,RB,副詞
rival,NN,名詞
offense,NN,名詞
detect,NN,名詞
teenager,NN,名詞
admire,NN,名詞
moderate,NN,名詞
surgery,NN,名詞
musician,NN,名詞
significance,NN,名詞
shower,NN,名詞
illegal,JJ,形容詞
charity,NN,名詞
universal,NN,名詞
cigarette,NN,名詞
constitute,NN,名詞
adequate,NN,名詞
consultant,NN,名詞
historian,NN,名詞
cousin,NN,名詞
visual,JJ,形容詞
stupid,JJ,形容詞
keen,NN,名詞
ethnic,JJ,形容詞
twin,NN,名詞
clinical,JJ,形容詞
eastern,JJ,形容詞
forecast,NN,名詞
segment,NN,名詞
custom,NN,名詞
adapt,NN,名詞
sand,NN,名詞
cap,NN,名詞
prompt,NN,名詞
charm,NN,名詞
react,NN,名詞
lecture,NN,名詞
venture,NN,名詞
compound,NN,名詞
rescue,NN,名詞
mess,NN,名詞
preference,NN,名詞
comprehensive,NN,名詞
incentive,NN,名詞
league,NN,名詞
dialog,NN,名詞
cream,NN,名詞
rapid,JJ,形容詞
cancel,NN,名詞
regret,NN,名詞
dismiss,NN,名詞
margin,NN,名詞
beneath,NN,名詞
opponent,NN,名詞
resist,NN,名詞
capability,NN,名詞
absolute,NN,名詞
correspond,NN,名詞
stroke,NN,名詞
dare,NN,名詞
barrier,NN,名詞
rid,JJ,形容詞
divorce,NN,名詞
ruin,NN,名詞
bury,NN,名詞
counsel,NN,名詞
tendency,NN,名詞
frequent,NN,名詞
motor,NN,名詞
survival,NN,名詞
counter,NN,名詞
possess,NN,名詞
permission,NN,名詞
valley,NN,名詞
float,NN,名詞
mad,NN,名詞
greatly,RB,副詞
visible,JJ,形容詞
electric,JJ,形容詞
impressive,JJ,形容詞
evolution,NN,名詞
awareness,NN,名詞
violent,NN,名詞
slave,NN,名詞
wealthy,NN,名詞
architecture,NN,名詞
acceptable,JJ,形容詞
journal,NN,名詞
coal,NN,名詞
measurement,NN,名詞
random,NN,名詞
successfully,RB,副詞
depress,NN,名詞
illustration,NN,名詞
burst,NN,名詞
privilege,NN,名詞
buyer,NN,名詞
mutual,JJ,形容詞
rail,NN,名詞
motivate,NN,名詞
laboratory,NN,名詞
mortgage,NN,名詞
promotion,NN,名詞
passion,NN,名詞
champion,NN,名詞
fulfill,NN,名詞
dust,NN,名詞
dedicate,NN,名詞
roughly,RB,副詞
skirt,NN,名詞
province,NN,名詞
march,NN,名詞
evaluation,NN,名詞
compromise,NN,名詞
accomplish,NN,名詞
weakness,NN,名詞
announcement,NN,名詞
salt,NN,名詞
glance,NN,名詞
opera,NN,名詞
contest,NN,名詞
brush,NN,名詞
embarrass,NN,名詞
gallery,NN,名詞
genetic,JJ,形容詞
aggressive,JJ,形容詞
chest,NN,名詞
format,NN,名詞
literary,JJ,形容詞
govern,NN,名詞
embrace,NN,名詞
praise,NN,名詞
silent,NN,名詞
pump,NN,名詞
publisher,NN,名詞
celebration,NN,名詞
golf,NN,名詞
compensation,NN,名詞
classical,JJ,形容詞
weigh,NN,名詞
versus,NN,名詞
deficit,NN,名詞
modify,NN,名詞
flash,NN,名詞
friendship,NN,名詞
profession,NN,名詞
literally,RB,副詞
equation,NN,名詞
gesture,NN,名詞
entertain,NN,名詞
fantastic,JJ,形容詞
assign,NN,名詞
inflation,NN,名詞
historic,NN,名詞
injure,NN,名詞
remote,NN,名詞
therapy,NN,名詞
orange,NN,名詞
twist,NN,名詞
personnel,NNS,名詞 (複数形)
imagination,NN,名詞
disagree,NN,名詞
throat,NN,名詞
insight,NN,名詞
tackle,NN,名詞
forever,RB,副詞
exceed,NN,名詞
expenditure,NN,名詞
joy,NN,名詞
pregnant,NN,名詞
reliable,JJ,形容詞
gear,NN,名詞
poet,NN,名詞
fortune,NN,名詞
ceremony,NN,名詞
pile,NN,名詞
pig,NN,名詞
mixture,NN,名詞
automatically,RB,副詞
scholar,NN,名詞
psychological,JJ,形容詞
dramatically,RB,副詞
stake,NN,名詞
creature,NN,名詞
partnership,NN,名詞
participation,NN,名詞
clause,NN,名詞
penalty,NN,名詞
chamber,NN,名詞
fancy,NN,名詞
poetry,NN,名詞
chat,NN,名詞
clothing,NN,名詞
evolve,NN,名詞
sake,NN,名詞
shelf,NN,名詞
boost,NN,名詞
tail,NN,名詞
possession,NN,名詞
abortion,NN,名詞
curious,JJ,形容詞
wooden,NN,名詞
boom,NN,名詞
tale,NN,名詞
democratic,JJ,形容詞
maintenance,NN,名詞
consequently,RB,副詞
pot,NN,名詞
cow,NN,名詞
strengthen,NN,名詞
whilst,NN,名詞
constraint,NN,名詞
fold,NN,名詞
bin,NN,名詞
undergo,NN,名詞
potentially,RB,副詞
scope,NN,名詞
pretend,NN,名詞
diversity,NN,名詞
allege,NN,名詞
pride,NN,名詞
intense,NN,名詞
inquiry,NN,名詞
resign,NN,名詞
craft,NN,名詞
strict,NN,名詞
concrete,NN,名詞
shell,NN,名詞
damn,NN,名詞
distinct,NN,名詞
humor,NN,名詞
limitation,NN,名詞
indication,NN,名詞
stability,NN,名詞
wise,NN,名詞
neglect,NN,名詞
compose,NN,名詞
jail,NN,名詞
shelter,NN,名詞
mere,RB,副詞
carbon,NN,名詞
regulate,NN,名詞
cheese,NN,名詞
trigger,NN,名詞
pipe,NN,名詞
destruction,NN,名詞
guitar,NN,名詞
flag,NN,名詞
piano,NN,名詞
magic,NN,名詞
mystery,NN,名詞
ski,NN,名詞
whisper,NN,名詞
rear,NN,名詞
menu,NN,名詞
species,NNS,名詞 (複数形)
moon,NN,名詞
presumably,RB,副詞
bless,NN,名詞
airline,NN,名詞
amendment,NN,名詞
grandmother,NN,名詞
jury,NN,名詞
